#seq1	seq2	N_differences	%_differences
IGHV1-69-2	IGHV3-69-1	64	65
IGHV1-69-2	IGHV3/OR16-10	64	65
IGHV1-69-2	IGHV3/OR16-13	51	52
IGHV1-69-2	IGHV3/OR16-12	49	50
IGHV1-69-2	IGHV3-35	49	50
IGHV1-69-2	IGHV3-33	47	47
IGHV1-69-2	IGHV3-30	47	47
IGHV1-69-2	IGHV2-26	80	80
IGHV1-69-2	IGHV3-38	70	71
IGHV1-69-2	IGHV5-10-1	34	34
IGHV1-69-2	IGHV3-64D	46	46
IGHV1-69-2	IGHV1-68	31	31
IGHV1-69-2	IGHV1-69	25	25
IGHV1-69-2	IGHV3-38-3	68	69
IGHV1-69-2	IGHV1/OR15-1	24	24
IGHV1-69-2	IGHV1/OR15-5	22	22
IGHV1-69-2	IGHV1/OR15-9	22	22
IGHV1-69-2	IGHV2-10	83	83
IGHV1-69-2	IGHV4-61	72	72
IGHV1-69-2	IGHV2/OR16-5	80	80
IGHV1-69-2	IGHV3-43D	44	44
IGHV1-69-2	IGHV4-30-2	73	73
IGHV3-NL1	IGHV4-28	55	56
IGHV3-NL1	IGHV1/OR21-1	48	48
IGHV3-NL1	IGHV6-1	68	67
IGHV3-NL1	IGHV3-53	46	46
IGHV3-NL1	IGHV3-52	28	28
IGHV3-NL1	IGHV3-54	59	60
IGHV3-NL1	IGHV1-F	46	46
IGHV3-NL1	IGHV2-5	81	81
IGHV3-NL1	IGHV4-55	62	63
IGHV3-NL1	IGHV1-45	48	48
IGHV3-NL1	IGHV1-46	39	39
IGHV3-NL1	IGHV4-59	62	63
IGHV3-NL1	IGHV3-25	57	58
IGHV3-NL1	IGHV3-20	16	16
IGHV3-NL1	IGHV3-21	14	14
IGHV3-NL1	IGHV3-22	56	56
IGHV3-NL1	IGHV3-23	10	10
IGHV3-NL1	IGHV5-A	43	43
IGHV3-NL1	IGHV7-34-1	72	73
IGHV3-NL1	IGHV1-58	45	45
IGHV3-NL1	IGHV5-51	42	42
IGHV3-NL1	IGHV3-69-1	14	14
IGHV3-NL1	IGHV3/OR16-10	14	14
IGHV3-NL1	IGHV3/OR16-13	14	14
IGHV3-NL1	IGHV3/OR16-12	22	22
IGHV3-NL1	IGHV3-35	19	19
IGHV3-NL1	IGHV3-33	8	8
IGHV3-NL1	IGHV3-30	9	9
IGHV3-NL1	IGHV2-26	82	82
IGHV3-NL1	IGHV3-38	53	53
IGHV3-NL1	IGHV5-10-1	43	43
IGHV3-NL1	IGHV3-64D	11	11
IGHV3-NL1	IGHV1-68	50	51
IGHV3-NL1	IGHV1-69	43	43
IGHV3-NL1	IGHV3-38-3	51	52
IGHV3-NL1	IGHV1/OR15-1	46	46
IGHV3-NL1	IGHV1/OR15-5	43	43
IGHV3-NL1	IGHV1/OR15-9	45	45
IGHV3-NL1	IGHV2-10	76	76
IGHV3-NL1	IGHV4-61	73	73
IGHV3-NL1	IGHV2/OR16-5	80	80
IGHV3-NL1	IGHV3-43D	12	12
IGHV3-NL1	IGHV4-30-2	73	73
IGHV4-28	IGHV1/OR21-1	64	65
IGHV4-28	IGHV6-1	63	62
IGHV4-28	IGHV3-53	55	56
IGHV4-28	IGHV3-52	64	65
IGHV4-28	IGHV3-54	72	73
IGHV4-28	IGHV1-F	64	65
IGHV4-28	IGHV2-5	60	60
IGHV4-28	IGHV4-55	39	39
IGHV4-28	IGHV1-45	68	69
IGHV4-28	IGHV1-46	61	62
IGHV4-28	IGHV4-59	35	35
IGHV4-28	IGHV3-25	69	70
IGHV4-28	IGHV3-20	59	60
IGHV4-28	IGHV3-21	55	56
IGHV4-28	IGHV3-22	75	75
IGHV4-28	IGHV3-23	54	55
IGHV4-28	IGHV5-A	62	63
IGHV4-28	IGHV7-34-1	68	69
IGHV4-28	IGHV1-58	65	66
IGHV4-28	IGHV5-51	62	63
IGHV4-28	IGHV3-69-1	61	62
IGHV4-28	IGHV3/OR16-10	60	61
IGHV4-28	IGHV3/OR16-13	59	60
IGHV4-28	IGHV3/OR16-12	59	60
IGHV4-28	IGHV3-35	58	59
IGHV4-28	IGHV3-33	55	56
IGHV4-28	IGHV3-30	55	56
IGHV4-28	IGHV2-26	63	63
IGHV4-28	IGHV3-38	68	68
IGHV4-28	IGHV5-10-1	62	63
IGHV4-28	IGHV3-64D	55	56
IGHV4-28	IGHV1-68	67	68
IGHV4-28	IGHV1-69	63	64
IGHV4-28	IGHV3-38-3	67	68
IGHV4-28	IGHV1/OR15-1	63	64
IGHV4-28	IGHV1/OR15-5	59	60
IGHV4-28	IGHV1/OR15-9	65	66
IGHV4-28	IGHV2-10	65	66
IGHV4-28	IGHV4-61	35	35
IGHV4-28	IGHV2/OR16-5	65	65
IGHV4-28	IGHV3-43D	59	59
IGHV4-28	IGHV4-30-2	37	37
IGHV1/OR21-1	IGHV6-1	77	76
IGHV1/OR21-1	IGHV3-53	71	72
IGHV1/OR21-1	IGHV3-52	61	62
IGHV1/OR21-1	IGHV3-54	74	75
IGHV1/OR21-1	IGHV1-F	24	24
IGHV1/OR21-1	IGHV2-5	80	80
IGHV1/OR21-1	IGHV4-55	73	74
IGHV1/OR21-1	IGHV1-45	23	23
IGHV1/OR21-1	IGHV1-46	16	16
IGHV1/OR21-1	IGHV4-59	73	74
IGHV1/OR21-1	IGHV3-25	73	74
IGHV1/OR21-1	IGHV3-20	52	53
IGHV1/OR21-1	IGHV3-21	52	53
IGHV1/OR21-1	IGHV3-22	74	74
IGHV1/OR21-1	IGHV3-23	50	51
IGHV1/OR21-1	IGHV5-A	38	38
IGHV1/OR21-1	IGHV7-34-1	62	63
IGHV1/OR21-1	IGHV1-58	29	29
IGHV1/OR21-1	IGHV5-51	38	38
IGHV1/OR21-1	IGHV3-69-1	68	69
IGHV1/OR21-1	IGHV3/OR16-10	67	68
IGHV1/OR21-1	IGHV3/OR16-13	52	53
IGHV1/OR21-1	IGHV3/OR16-12	52	53
IGHV1/OR21-1	IGHV3-35	51	52
IGHV1/OR21-1	IGHV3-33	49	50
IGHV1/OR21-1	IGHV3-30	49	50
IGHV1/OR21-1	IGHV2-26	79	79
IGHV1/OR21-1	IGHV3-38	73	74
IGHV1/OR21-1	IGHV5-10-1	38	38
IGHV1/OR21-1	IGHV3-64D	48	48
IGHV1/OR21-1	IGHV1-68	32	32
IGHV1/OR21-1	IGHV1-69	25	25
IGHV1/OR21-1	IGHV3-38-3	71	72
IGHV1/OR21-1	IGHV1/OR15-1	23	23
IGHV1/OR21-1	IGHV1/OR15-5	1	1
IGHV1/OR21-1	IGHV1/OR15-9	8	8
IGHV1/OR21-1	IGHV2-10	82	82
IGHV1/OR21-1	IGHV4-61	74	74
IGHV1/OR21-1	IGHV2/OR16-5	79	79
IGHV1/OR21-1	IGHV3-43D	49	49
IGHV1/OR21-1	IGHV4-30-2	75	75
IGHV6-1	IGHV3-53	68	67
IGHV6-1	IGHV3-52	72	71
IGHV6-1	IGHV3-54	66	65
IGHV6-1	IGHV1-F	76	75
IGHV6-1	IGHV2-5	68	67
IGHV6-1	IGHV4-55	62	61
IGHV6-1	IGHV1-45	76	75
IGHV6-1	IGHV1-46	76	75
IGHV6-1	IGHV4-59	62	61
IGHV6-1	IGHV3-25	78	77
IGHV6-1	IGHV3-20	73	72
IGHV6-1	IGHV3-21	68	67
IGHV6-1	IGHV3-22	67	66
IGHV6-1	IGHV3-23	68	67
IGHV6-1	IGHV5-A	79	78
IGHV6-1	IGHV7-34-1	76	75
IGHV6-1	IGHV1-58	81	80
IGHV6-1	IGHV5-51	76	75
IGHV6-1	IGHV3-69-1	69	68
IGHV6-1	IGHV3/OR16-10	71	70
IGHV6-1	IGHV3/OR16-13	72	71
IGHV6-1	IGHV3/OR16-12	68	67
IGHV6-1	IGHV3-35	71	70
IGHV6-1	IGHV3-33	68	67
IGHV6-1	IGHV3-30	68	67
IGHV6-1	IGHV2-26	69	68
IGHV6-1	IGHV3-38	70	68
IGHV6-1	IGHV5-10-1	79	78
IGHV6-1	IGHV3-64D	71	70
IGHV6-1	IGHV1-68	76	75
IGHV6-1	IGHV1-69	75	74
IGHV6-1	IGHV3-38-3	69	68
IGHV6-1	IGHV1/OR15-1	78	77
IGHV6-1	IGHV1/OR15-5	66	65
IGHV6-1	IGHV1/OR15-9	77	76
IGHV6-1	IGHV2-10	75	73
IGHV6-1	IGHV4-61	57	56
IGHV6-1	IGHV2/OR16-5	67	66
IGHV6-1	IGHV3-43D	71	69
IGHV6-1	IGHV4-30-2	59	58
IGHV3-53	IGHV3-52	51	52
IGHV3-53	IGHV3-54	61	62
IGHV3-53	IGHV1-F	68	69
IGHV3-53	IGHV2-5	65	65
IGHV3-53	IGHV4-55	41	42
IGHV3-53	IGHV1-45	70	71
IGHV3-53	IGHV1-46	64	65
IGHV3-53	IGHV4-59	41	42
IGHV3-53	IGHV3-25	31	31
IGHV3-53	IGHV3-20	53	54
IGHV3-53	IGHV3-21	49	50
IGHV3-53	IGHV3-22	55	55
IGHV3-53	IGHV3-23	49	50
IGHV3-53	IGHV5-A	64	65
IGHV3-53	IGHV7-34-1	65	67
IGHV3-53	IGHV1-58	68	69
IGHV3-53	IGHV5-51	64	65
IGHV3-53	IGHV3-69-1	14	14
IGHV3-53	IGHV3/OR16-10	15	15
IGHV3-53	IGHV3/OR16-13	49	50
IGHV3-53	IGHV3/OR16-12	53	54
IGHV3-53	IGHV3-35	51	52
IGHV3-53	IGHV3-33	51	52
IGHV3-53	IGHV3-30	51	52
IGHV3-53	IGHV2-26	64	64
IGHV3-53	IGHV3-38	9	9
IGHV3-53	IGHV5-10-1	64	65
IGHV3-53	IGHV3-64D	49	50
IGHV3-53	IGHV1-68	73	74
IGHV3-53	IGHV1-69	64	65
IGHV3-53	IGHV3-38-3	9	9
IGHV3-53	IGHV1/OR15-1	69	70
IGHV3-53	IGHV1/OR15-5	58	59
IGHV3-53	IGHV1/OR15-9	70	71
IGHV3-53	IGHV2-10	62	63
IGHV3-53	IGHV4-61	52	52
IGHV3-53	IGHV2/OR16-5	65	65
IGHV3-53	IGHV3-43D	53	53
IGHV3-53	IGHV4-30-2	52	52
IGHV3-52	IGHV3-54	61	62
IGHV3-52	IGHV1-F	60	61
IGHV3-52	IGHV2-5	79	79
IGHV3-52	IGHV4-55	67	69
IGHV3-52	IGHV1-45	62	63
IGHV3-52	IGHV1-46	56	57
IGHV3-52	IGHV4-59	69	71
IGHV3-52	IGHV3-25	62	63
IGHV3-52	IGHV3-20	33	33
IGHV3-52	IGHV3-21	27	27
IGHV3-52	IGHV3-22	61	61
IGHV3-52	IGHV3-23	28	28
IGHV3-52	IGHV5-A	56	57
IGHV3-52	IGHV7-34-1	78	80
IGHV3-52	IGHV1-58	60	61
IGHV3-52	IGHV5-51	57	58
IGHV3-52	IGHV3-69-1	50	51
IGHV3-52	IGHV3/OR16-10	49	50
IGHV3-52	IGHV3/OR16-13	26	26
IGHV3-52	IGHV3/OR16-12	39	39
IGHV3-52	IGHV3-35	30	30
IGHV3-52	IGHV3-33	25	25
IGHV3-52	IGHV3-30	25	25
IGHV3-52	IGHV2-26	78	78
IGHV3-52	IGHV3-38	62	63
IGHV3-52	IGHV5-10-1	56	57
IGHV3-52	IGHV3-64D	30	30
IGHV3-52	IGHV1-68	61	62
IGHV3-52	IGHV1-69	58	59
IGHV3-52	IGHV3-38-3	61	62
IGHV3-52	IGHV1/OR15-1	62	63
IGHV3-52	IGHV1/OR15-5	49	50
IGHV3-52	IGHV1/OR15-9	56	57
IGHV3-52	IGHV2-10	72	73
IGHV3-52	IGHV4-61	72	72
IGHV3-52	IGHV2/OR16-5	80	80
IGHV3-52	IGHV3-43D	31	31
IGHV3-52	IGHV4-30-2	71	71
IGHV3-54	IGHV1-F	73	74
IGHV3-54	IGHV2-5	73	73
IGHV3-54	IGHV4-55	72	74
IGHV3-54	IGHV1-45	75	76
IGHV3-54	IGHV1-46	75	76
IGHV3-54	IGHV4-59	72	74
IGHV3-54	IGHV3-25	69	71
IGHV3-54	IGHV3-20	60	61
IGHV3-54	IGHV3-21	58	59
IGHV3-54	IGHV3-22	69	69
IGHV3-54	IGHV3-23	60	61
IGHV3-54	IGHV5-A	71	72
IGHV3-54	IGHV7-34-1	75	79
IGHV3-54	IGHV1-58	74	75
IGHV3-54	IGHV5-51	73	74
IGHV3-54	IGHV3-69-1	59	60
IGHV3-54	IGHV3/OR16-10	60	61
IGHV3-54	IGHV3/OR16-13	61	62
IGHV3-54	IGHV3/OR16-12	60	61
IGHV3-54	IGHV3-35	62	63
IGHV3-54	IGHV3-33	57	58
IGHV3-54	IGHV3-30	57	58
IGHV3-54	IGHV2-26	73	73
IGHV3-54	IGHV3-38	62	63
IGHV3-54	IGHV5-10-1	71	72
IGHV3-54	IGHV3-64D	62	63
IGHV3-54	IGHV1-68	77	78
IGHV3-54	IGHV1-69	73	74
IGHV3-54	IGHV3-38-3	61	63
IGHV3-54	IGHV1/OR15-1	76	77
IGHV3-54	IGHV1/OR15-5	67	71
IGHV3-54	IGHV1/OR15-9	74	75
IGHV3-54	IGHV2-10	74	75
IGHV3-54	IGHV4-61	71	71
IGHV3-54	IGHV2/OR16-5	76	76
IGHV3-54	IGHV3-43D	60	60
IGHV3-54	IGHV4-30-2	69	69
IGHV1-F	IGHV2-5	79	79
IGHV1-F	IGHV4-55	72	73
IGHV1-F	IGHV1-45	28	28
IGHV1-F	IGHV1-46	20	20
IGHV1-F	IGHV4-59	71	72
IGHV1-F	IGHV3-25	70	71
IGHV1-F	IGHV3-20	48	48
IGHV1-F	IGHV3-21	49	50
IGHV1-F	IGHV3-22	69	69
IGHV1-F	IGHV3-23	47	47
IGHV1-F	IGHV5-A	34	34
IGHV1-F	IGHV7-34-1	62	63
IGHV1-F	IGHV1-58	32	32
IGHV1-F	IGHV5-51	34	34
IGHV1-F	IGHV3-69-1	64	65
IGHV1-F	IGHV3/OR16-10	64	65
IGHV1-F	IGHV3/OR16-13	51	52
IGHV1-F	IGHV3/OR16-12	49	50
IGHV1-F	IGHV3-35	49	50
IGHV1-F	IGHV3-33	47	47
IGHV1-F	IGHV3-30	47	47
IGHV1-F	IGHV2-26	80	80
IGHV1-F	IGHV3-38	70	71
IGHV1-F	IGHV5-10-1	34	34
IGHV1-F	IGHV3-64D	46	46
IGHV1-F	IGHV1-68	31	31
IGHV1-F	IGHV1-69	25	25
IGHV1-F	IGHV3-38-3	68	69
IGHV1-F	IGHV1/OR15-1	24	24
IGHV1-F	IGHV1/OR15-5	22	22
IGHV1-F	IGHV1/OR15-9	22	22
IGHV1-F	IGHV2-10	83	83
IGHV1-F	IGHV4-61	72	72
IGHV1-F	IGHV2/OR16-5	80	80
IGHV1-F	IGHV3-43D	44	44
IGHV1-F	IGHV4-30-2	73	73
IGHV2-5	IGHV4-55	60	60
IGHV2-5	IGHV1-45	78	78
IGHV2-5	IGHV1-46	78	78
IGHV2-5	IGHV4-59	56	56
IGHV2-5	IGHV3-25	77	77
IGHV2-5	IGHV3-20	81	81
IGHV2-5	IGHV3-21	82	82
IGHV2-5	IGHV3-22	67	67
IGHV2-5	IGHV3-23	76	76
IGHV2-5	IGHV5-A	77	77
IGHV2-5	IGHV7-34-1	74	74
IGHV2-5	IGHV1-58	79	79
IGHV2-5	IGHV5-51	80	80
IGHV2-5	IGHV3-69-1	67	67
IGHV2-5	IGHV3/OR16-10	67	67
IGHV2-5	IGHV3/OR16-13	81	81
IGHV2-5	IGHV3/OR16-12	77	77
IGHV2-5	IGHV3-35	81	81
IGHV2-5	IGHV3-33	80	80
IGHV2-5	IGHV3-30	74	74
IGHV2-5	IGHV2-26	19	19
IGHV2-5	IGHV3-38	75	75
IGHV2-5	IGHV5-10-1	77	77
IGHV2-5	IGHV3-64D	77	77
IGHV2-5	IGHV1-68	81	81
IGHV2-5	IGHV1-69	79	79
IGHV2-5	IGHV3-38-3	75	75
IGHV2-5	IGHV1/OR15-1	79	79
IGHV2-5	IGHV1/OR15-5	70	70
IGHV2-5	IGHV1/OR15-9	80	80
IGHV2-5	IGHV2-10	54	54
IGHV2-5	IGHV4-61	43	43
IGHV2-5	IGHV2/OR16-5	18	18
IGHV2-5	IGHV3-43D	81	80
IGHV2-5	IGHV4-30-2	44	44
IGHV4-55	IGHV1-45	75	76
IGHV4-55	IGHV1-46	69	70
IGHV4-55	IGHV4-59	14	14
IGHV4-55	IGHV3-25	56	57
IGHV4-55	IGHV3-20	67	68
IGHV4-55	IGHV3-21	61	62
IGHV4-55	IGHV3-22	69	69
IGHV4-55	IGHV3-23	62	63
IGHV4-55	IGHV5-A	65	66
IGHV4-55	IGHV7-34-1	67	69
IGHV4-55	IGHV1-58	72	73
IGHV4-55	IGHV5-51	66	67
IGHV4-55	IGHV3-69-1	43	44
IGHV4-55	IGHV3/OR16-10	44	45
IGHV4-55	IGHV3/OR16-13	64	65
IGHV4-55	IGHV3/OR16-12	69	70
IGHV4-55	IGHV3-35	66	67
IGHV4-55	IGHV3-33	62	63
IGHV4-55	IGHV3-30	62	63
IGHV4-55	IGHV2-26	61	61
IGHV4-55	IGHV3-38	65	67
IGHV4-55	IGHV5-10-1	65	66
IGHV4-55	IGHV3-64D	64	65
IGHV4-55	IGHV1-68	77	78
IGHV4-55	IGHV1-69	69	70
IGHV4-55	IGHV3-38-3	65	67
IGHV4-55	IGHV1/OR15-1	74	75
IGHV4-55	IGHV1/OR15-5	64	65
IGHV4-55	IGHV1/OR15-9	74	75
IGHV4-55	IGHV2-10	55	56
IGHV4-55	IGHV4-61	36	36
IGHV4-55	IGHV2/OR16-5	63	63
IGHV4-55	IGHV3-43D	67	67
IGHV4-55	IGHV4-30-2	35	35
IGHV1-45	IGHV1-46	19	19
IGHV1-45	IGHV4-59	75	76
IGHV1-45	IGHV3-25	71	72
IGHV1-45	IGHV3-20	51	52
IGHV1-45	IGHV3-21	52	53
IGHV1-45	IGHV3-22	71	71
IGHV1-45	IGHV3-23	51	52
IGHV1-45	IGHV5-A	38	38
IGHV1-45	IGHV7-34-1	63	64
IGHV1-45	IGHV1-58	21	21
IGHV1-45	IGHV5-51	38	38
IGHV1-45	IGHV3-69-1	67	68
IGHV1-45	IGHV3/OR16-10	67	68
IGHV1-45	IGHV3/OR16-13	54	55
IGHV1-45	IGHV3/OR16-12	53	54
IGHV1-45	IGHV3-35	54	55
IGHV1-45	IGHV3-33	47	47
IGHV1-45	IGHV3-30	47	47
IGHV1-45	IGHV2-26	77	77
IGHV1-45	IGHV3-38	73	74
IGHV1-45	IGHV5-10-1	38	38
IGHV1-45	IGHV3-64D	50	51
IGHV1-45	IGHV1-68	24	24
IGHV1-45	IGHV1-69	21	21
IGHV1-45	IGHV3-38-3	71	72
IGHV1-45	IGHV1/OR15-1	20	20
IGHV1-45	IGHV1/OR15-5	21	21
IGHV1-45	IGHV1/OR15-9	25	25
IGHV1-45	IGHV2-10	81	81
IGHV1-45	IGHV4-61	72	72
IGHV1-45	IGHV2/OR16-5	78	78
IGHV1-45	IGHV3-43D	49	49
IGHV1-45	IGHV4-30-2	72	72
IGHV1-46	IGHV4-59	68	69
IGHV1-46	IGHV3-25	66	67
IGHV1-46	IGHV3-20	43	43
IGHV1-46	IGHV3-21	44	44
IGHV1-46	IGHV3-22	67	67
IGHV1-46	IGHV3-23	41	41
IGHV1-46	IGHV5-A	35	35
IGHV1-46	IGHV7-34-1	60	61
IGHV1-46	IGHV1-58	23	23
IGHV1-46	IGHV5-51	34	34
IGHV1-46	IGHV3-69-1	61	62
IGHV1-46	IGHV3/OR16-10	60	61
IGHV1-46	IGHV3/OR16-13	43	43
IGHV1-46	IGHV3/OR16-12	45	45
IGHV1-46	IGHV3-35	48	48
IGHV1-46	IGHV3-33	40	40
IGHV1-46	IGHV3-30	40	40
IGHV1-46	IGHV2-26	77	77
IGHV1-46	IGHV3-38	67	68
IGHV1-46	IGHV5-10-1	35	35
IGHV1-46	IGHV3-64D	41	41
IGHV1-46	IGHV1-68	26	26
IGHV1-46	IGHV1-69	17	17
IGHV1-46	IGHV3-38-3	65	66
IGHV1-46	IGHV1/OR15-1	13	13
IGHV1-46	IGHV1/OR15-5	15	15
IGHV1-46	IGHV1/OR15-9	17	17
IGHV1-46	IGHV2-10	82	82
IGHV1-46	IGHV4-61	75	75
IGHV1-46	IGHV2/OR16-5	77	77
IGHV1-46	IGHV3-43D	42	42
IGHV1-46	IGHV4-30-2	76	76
IGHV4-59	IGHV3-25	57	58
IGHV4-59	IGHV3-20	67	68
IGHV4-59	IGHV3-21	62	63
IGHV4-59	IGHV3-22	68	68
IGHV4-59	IGHV3-23	62	63
IGHV4-59	IGHV5-A	64	65
IGHV4-59	IGHV7-34-1	66	68
IGHV4-59	IGHV1-58	73	74
IGHV4-59	IGHV5-51	65	66
IGHV4-59	IGHV3-69-1	44	45
IGHV4-59	IGHV3/OR16-10	46	47
IGHV4-59	IGHV3/OR16-13	65	66
IGHV4-59	IGHV3/OR16-12	66	67
IGHV4-59	IGHV3-35	67	68
IGHV4-59	IGHV3-33	62	63
IGHV4-59	IGHV3-30	62	63
IGHV4-59	IGHV2-26	57	57
IGHV4-59	IGHV3-38	65	67
IGHV4-59	IGHV5-10-1	64	65
IGHV4-59	IGHV3-64D	64	65
IGHV4-59	IGHV1-68	77	78
IGHV4-59	IGHV1-69	67	68
IGHV4-59	IGHV3-38-3	67	69
IGHV4-59	IGHV1/OR15-1	73	74
IGHV4-59	IGHV1/OR15-5	68	69
IGHV4-59	IGHV1/OR15-9	74	75
IGHV4-59	IGHV2-10	52	53
IGHV4-59	IGHV4-61	24	24
IGHV4-59	IGHV2/OR16-5	59	59
IGHV4-59	IGHV3-43D	68	68
IGHV4-59	IGHV4-30-2	29	29
IGHV3-25	IGHV3-20	61	62
IGHV3-25	IGHV3-21	56	57
IGHV3-25	IGHV3-22	61	61
IGHV3-25	IGHV3-23	59	60
IGHV3-25	IGHV5-A	69	70
IGHV3-25	IGHV7-34-1	72	74
IGHV3-25	IGHV1-58	69	70
IGHV3-25	IGHV5-51	69	70
IGHV3-25	IGHV3-69-1	33	34
IGHV3-25	IGHV3/OR16-10	35	36
IGHV3-25	IGHV3/OR16-13	58	59
IGHV3-25	IGHV3/OR16-12	65	66
IGHV3-25	IGHV3-35	60	61
IGHV3-25	IGHV3-33	58	59
IGHV3-25	IGHV3-30	58	59
IGHV3-25	IGHV2-26	78	78
IGHV3-25	IGHV3-38	56	57
IGHV3-25	IGHV5-10-1	69	70
IGHV3-25	IGHV3-64D	58	59
IGHV3-25	IGHV1-68	75	76
IGHV3-25	IGHV1-69	67	68
IGHV3-25	IGHV3-38-3	60	62
IGHV3-25	IGHV1/OR15-1	71	72
IGHV3-25	IGHV1/OR15-5	66	68
IGHV3-25	IGHV1/OR15-9	71	72
IGHV3-25	IGHV2-10	70	71
IGHV3-25	IGHV4-61	67	67
IGHV3-25	IGHV2/OR16-5	76	76
IGHV3-25	IGHV3-43D	62	62
IGHV3-25	IGHV4-30-2	67	67
IGHV3-20	IGHV3-21	17	17
IGHV3-20	IGHV3-22	56	56
IGHV3-20	IGHV3-23	16	16
IGHV3-20	IGHV5-A	45	45
IGHV3-20	IGHV7-34-1	71	72
IGHV3-20	IGHV1-58	51	52
IGHV3-20	IGHV5-51	47	47
IGHV3-20	IGHV3-69-1	15	15
IGHV3-20	IGHV3/OR16-10	16	16
IGHV3-20	IGHV3/OR16-13	19	19
IGHV3-20	IGHV3/OR16-12	26	26
IGHV3-20	IGHV3-35	21	21
IGHV3-20	IGHV3-33	19	19
IGHV3-20	IGHV3-30	20	20
IGHV3-20	IGHV2-26	78	78
IGHV3-20	IGHV3-38	55	56
IGHV3-20	IGHV5-10-1	45	45
IGHV3-20	IGHV3-64D	19	19
IGHV3-20	IGHV1-68	54	55
IGHV3-20	IGHV1-69	46	46
IGHV3-20	IGHV3-38-3	54	55
IGHV3-20	IGHV1/OR15-1	46	46
IGHV3-20	IGHV1/OR15-5	46	46
IGHV3-20	IGHV1/OR15-9	49	50
IGHV3-20	IGHV2-10	78	79
IGHV3-20	IGHV4-61	70	70
IGHV3-20	IGHV2/OR16-5	80	80
IGHV3-20	IGHV3-43D	11	11
IGHV3-20	IGHV4-30-2	70	70
IGHV3-21	IGHV3-22	54	54
IGHV3-21	IGHV3-23	13	13
IGHV3-21	IGHV5-A	42	42
IGHV3-21	IGHV7-34-1	72	73
IGHV3-21	IGHV1-58	49	50
IGHV3-21	IGHV5-51	45	45
IGHV3-21	IGHV3-69-1	3	3
IGHV3-21	IGHV3/OR16-10	13	13
IGHV3-21	IGHV3/OR16-13	16	16
IGHV3-21	IGHV3/OR16-12	23	23
IGHV3-21	IGHV3-35	19	19
IGHV3-21	IGHV3-33	16	16
IGHV3-21	IGHV3-30	15	15
IGHV3-21	IGHV2-26	77	77
IGHV3-21	IGHV3-38	49	50
IGHV3-21	IGHV5-10-1	42	42
IGHV3-21	IGHV3-64D	16	16
IGHV3-21	IGHV1-68	53	54
IGHV3-21	IGHV1-69	45	45
IGHV3-21	IGHV3-38-3	16	16
IGHV3-21	IGHV1/OR15-1	49	50
IGHV3-21	IGHV1/OR15-5	45	45
IGHV3-21	IGHV1/OR15-9	49	50
IGHV3-21	IGHV2-10	75	75
IGHV3-21	IGHV4-61	71	71
IGHV3-21	IGHV2/OR16-5	81	81
IGHV3-21	IGHV3-43D	17	17
IGHV3-21	IGHV4-30-2	70	70
IGHV3-22	IGHV3-23	54	54
IGHV3-22	IGHV5-A	67	67
IGHV3-22	IGHV7-34-1	69	69
IGHV3-22	IGHV1-58	72	72
IGHV3-22	IGHV5-51	69	69
IGHV3-22	IGHV3-69-1	54	54
IGHV3-22	IGHV3/OR16-10	57	57
IGHV3-22	IGHV3/OR16-13	55	55
IGHV3-22	IGHV3/OR16-12	62	62
IGHV3-22	IGHV3-35	57	57
IGHV3-22	IGHV3-33	57	57
IGHV3-22	IGHV3-30	57	57
IGHV3-22	IGHV2-26	61	61
IGHV3-22	IGHV3-38	56	56
IGHV3-22	IGHV5-10-1	67	67
IGHV3-22	IGHV3-64D	56	56
IGHV3-22	IGHV1-68	76	76
IGHV3-22	IGHV1-69	67	67
IGHV3-22	IGHV3-38-3	54	54
IGHV3-22	IGHV1/OR15-1	69	69
IGHV3-22	IGHV1/OR15-5	66	66
IGHV3-22	IGHV1/OR15-9	72	72
IGHV3-22	IGHV2-10	78	78
IGHV3-22	IGHV4-61	63	63
IGHV3-22	IGHV2/OR16-5	62	62
IGHV3-22	IGHV3-43D	56	56
IGHV3-22	IGHV4-30-2	62	62
IGHV3-23	IGHV5-A	43	43
IGHV3-23	IGHV7-34-1	74	75
IGHV3-23	IGHV1-58	47	47
IGHV3-23	IGHV5-51	46	46
IGHV3-23	IGHV3-69-1	13	13
IGHV3-23	IGHV3/OR16-10	11	11
IGHV3-23	IGHV3/OR16-13	16	16
IGHV3-23	IGHV3/OR16-12	19	19
IGHV3-23	IGHV3-35	18	18
IGHV3-23	IGHV3-33	15	15
IGHV3-23	IGHV3-30	13	13
IGHV3-23	IGHV2-26	76	76
IGHV3-23	IGHV3-38	12	12
IGHV3-23	IGHV5-10-1	43	43
IGHV3-23	IGHV3-64D	8	8
IGHV3-23	IGHV1-68	52	53
IGHV3-23	IGHV1-69	43	43
IGHV3-23	IGHV3-38-3	10	10
IGHV3-23	IGHV1/OR15-1	49	50
IGHV3-23	IGHV1/OR15-5	42	42
IGHV3-23	IGHV1/OR15-9	46	46
IGHV3-23	IGHV2-10	75	75
IGHV3-23	IGHV4-61	69	69
IGHV3-23	IGHV2/OR16-5	80	80
IGHV3-23	IGHV3-43D	11	11
IGHV3-23	IGHV4-30-2	68	68
IGHV5-A	IGHV7-34-1	67	68
IGHV5-A	IGHV1-58	43	43
